,0
470,"용가재를 사용하는 맞대기 용접에서 모재부에 두는 홈. 그림은 그루브 단면의 표준형. 그 선정에는① 용착 금속이 홈 밑까지 잘 모재에 녹아들고,② 용착 금속의 양이 되도록 적어도 되며,③ 그루브의 공작이 간단한 것 등을 생각하여 정한다."
471,"

텍스
건축용어사전

식물 섬유를 주원료로 하고, 주로 단열 · 흡음을 목적으로 하여 성형한 판. 연질 섬유판을 말하며, 비중 0.4 미만.
외국어 표기 fiber insulation board(영어)

"
472,"

부틸 고무
자동차 용어사전

이소부틸렌과 이소프렌의 공중합체(共重合體)로서, 정식 명식은 이소부틸렌 이소프렌 러버라고 한다.기체 투과성이 작은 특성이 있다.탄성 등은 천연고무에 못 미치지만, 인장 강도(引張强度), 내마찰성은 거의 같으며, 타이어의 튜브로 사용된다.
외국어 표기 isobutylene-isoprene rubber(영어)
약어 IIR

"
473,"

회로
전기용어사전

(1) 전류의 통로가 되는 단일(혹은 복수의) 닫힌 도체 배치.(2) 필요로 하는 전기적 특성을 얻을 수 있도록 전원과 부품을 접속하는 것.(3) 소자의 기능을 결합하여 필요한 신호 또는 에너지 처리 기능을 갖게 한 것(4)회선과 같은 뜻으로 쓰이기도 한다.
외국어 표기 circuit(영어), 回路(한자)
동의어 회선(circuit, 回線)
참조어 전기 회로

"
474,"원통형 실린더 내의 피스톤의 왕복 운동에 의해서 직접 액체에 압력을 주는 펌프. 플런저형 · 버킷형 · 피스톤형이 있다. 양수량이 적고, 고압을 요하는 경우에 적합하다."
475,"

차동 계전기
전기용어사전

(1) 다중 권선을 가진 계전기로, 이러한 권선의 전압, 전력 등의 차이가 소정값에 이르렀을 때 동작하도록 되어 있는 것.(2) 보호 계전기에서, 보호하여야 할 구간에 유입하는 전류와 유출하는 전류의 벡터 차이에 의해서 구간 내의 사고를 검지하여 동작하는 계전기. 유입 · 유출 두 전류의 비율에 따라 동작하는 것을 비율 차동형이라 한다.
외국어 표기 differential relay(영어), 差動繼電器(한자)

"
476,화장을 위해 사용하는 방. 변소에 세면기나 화장 거울이 설비되므로 변소의 의미로도 사용된다.
477,"HID는 high intensity discharge의 약어. 각종 가스 중의 방전에 의한 발광 원리를 이용한 램프. 수은 램프, 나트륨 램프, 메탈 핼라이드 램프 등."
478,"

메자닌
건축용어사전

① 1층 바닥과 2층 바닥 사이에 만들어진 층 높이나 바닥 면적이 기준층보다 작은 층. entresol이 이에 대응한다.② 어떤 층과 다음 층 혹은 천장과의 중간에 만들어진 위와 같은 층.
외국어 표기 mezzanine(영어)
동의어 중2층(中二層, mezzanine floor), 중2층(中二層, entresol)

"
479,"

폴리우레탄 폼
패션전문자료사전

발포(發泡)시켜서 기포(氣泡)와 격막(隔膜)으로 구성된 상태로 이루어진 우레탄 수지이다. 보온성이 우수하고  비중은 작고 가볍다. 얇은 막으로 융착법(融着法)이나 접착법으로 옷감에 라미네이트하여 스포티한 방한복으로 사용하거나 그대로 적당한 모양과 크기로 잘라서 솜을 채워 완충재로 사용한다.
외국어 표기 polyurethane foam(영어)

"
480,"

고강도 콘크리트
토목용어사전

일반 콘크리트에 비해 높은 압축 강도를 갖는 콘크리트의 총칭. 따라서 용도에 따라 고강도 콘크리트의 정의는 다르다. 일반적으로는 프리스트레스트 콘크리트 또는 프리캐스트 콘크리트 등에 사용되는 것으로 압축 강도가 40 Mpa 정도 이상의 콘크리트를 고강도 콘크리트라 한다.
외국어 표기 high strength concrete(영어), 高强度-(한자)

"
481,"

차폐 계수
건축용어사전

일사 차폐물에 의해 차폐된 후의 실내에 침입하는 일사열의 비율. 투명 유리창으로부터 침입하는 일사열을 기준으로 하여 그것과의 비율로 나타내는 경우가 많다.
외국어 표기 shading coefficient(영어), 遮蔽係數(한자)
동의어 일사 차폐 계수(日射遮蔽係數, solar shading coefficient), shading factor

"
482,"바탕의 흡수율이 10% 이상인 타일. 유약을 칠하고, 주로 내장의 벽에 사용한다."
483,체결용 부품의 일종. 환봉(丸棒)에 머리가 달린 것. 철판이나 강재 등을 겹쳐서 뚫은 구멍에 리벳을 꽂고 끝을 압착하여 체결한다.
484,"건물 외주를 구성하는 벽의 구조 전체, 즉 외주벽을 말한다. 내벽의 대비어."
485,"

공연비
기계공학용어사전

연소에 사용된 연료에 대한 공기의 중량 비율. 공연비(空然比)를 얼마만큼 작게 하여 완전 연소를 시키느냐에 따라 엔진이나 노(爐)의 효율이 결정된다.
외국어 표기 air fuel ratio(영어), 空然比(한자)

"
486,연약 지반 등에서 구조물을 지지 하기 위해 사용되는 기둥 모양의 구조 부재의 총칭.
487,"

가공 경화
비파괴 검사 용어사전

금속을 가공·변형시켜 금속의 경도를 증가시키는 방법. 물체에 소성변형을 주면, 변형 정도가 늘어남에 따라 변형에 대한 저항이 증대하여 변형되지 않은 재료보다 단단해지는 성질을 말한다. 가공 경화된 금속은 단단하고 강해지지만, 외부의 저항에는 약해진다.
외국어 표기 Work Hardening(영어), 加工硬化(한자)
사용분야 General Examination - 공통
동의어 변형 경화

"
488,장변 · 단변 방향으로 응력이 분산되도록 주근과 배력근을 배치한 슬래브. 1방향 슬래브와 대비하여 쓰인다.
489,"흙깎기, 흙 쌓기 등의 인공에 의해 만들어진 경사 지형의 사면 부분을 말한다. 물매가 일정한 단순 비탈면과 물매가 변화하는 복합 비탈면이 있다."
490,"수평으로 직교하는 부재간에 비스듬하게 걸치고, 구석을 보강하기 위한 부재. 지진이나 바람 등의 수평력을 분산시켜 구석 부분의 변형을 방지한다. 종류로는 귀잡이 토대와 귀잡이보가 있다."
491,"

과도 상태
기계공학용어사전

물리량(物理量)이 어떤 정상(定常)상태에서 다른 정상 상태로 이행(移行)할 때 그 도중의 상태를 말하며, 정상 상태에 대응하는 말이다. 전기적(電氣的) 물리량 및 기계적(機械的) 물리량을 나타낼 때 자주 쓰이는 용어이다.
외국어 표기 transient state(영어), 過渡狀態(한자)

"
492,외벽의 상부에 있으며 서까래 등을 받치는 보.
493,"(1) 골격의 정부(頂部)에서 기둥 상단을 잇는 횡재(橫材). 서까래가 이 위에 얹힌다.(2) 작은보에서 전해지는 하중을 받기 위해 걸친 보.(3) 기둥이 수직재인데 대해  보는 수평 또는 그에 가까운 위치에 두어진 구조 부재로, 재축(材軸)에 대하여 경사, 또는 직각인 하중을 받아 휨이 생긴다. "
494,모르타르 콘크리트를 비빌 때의 시멘트(C)와 물(W)의 중량비.C/W=시멘트의 중량/물의 중량물 시멘트 비율의 역수이다.
495,"

철근 콘크리트
건축용어사전

철근으로 보강된 콘크리트. 인성(靭性)의 철근으로 보강함으로써 취성 재료인 콘크리트의 인장에 약한 성질이 보상된다. 철근은 주로 인장을 담당하는 외에 콘크리트를 구속하여 압축 강도를 향상시키는 역할을 한다.
외국어 표기 reinforced concrete(영어), 鐵筋-(한자)
동의어 RC말뚝(RC pile), ferro-concrete

"
496,"

비례 제어
환경공학용어사전

비례 동작을 가하여 하는 방식의 제어를 말한다. 예컨대 실내 온도 등 제어하려는 대상의 편차값을 검출하여 편차에 비례하는 조작량에 의하여 제어를 한다. 사이클링은 제외하지만 부하가 계속적으로 변화할 때는 오프셋을 일으킨다. 공기 조화기나 직접 난방의 증기 유량 제어, 액면 제어 등에 사용된다.
외국어 표기 proportional control(영어), 比例制御(한자)
참조어 비례 동작(proportional action)

"
497,"

헤더
산업안전대사전

튜브 헤더라고도 하며 원동(圓胴)에 많은 관을 부착한 것이다. 관은 보일러인 경우와 같이 수관(水管)인 경우와 증기 공급인 경우와 같이 증기관의 경우가 있다. 수관식 보일러에는 보일러 다리부위의 부분에 많이 사용되고 있다. 더구나 증기로는 증기 공급관 또는 과열기 등에 사용된다.
외국어 표기 header(영어)
동의어 튜브 헤더

"
498,"

벌집 구조
건축용어사전

벌집 모양의 구성을 말한다.① 열경화성 수지를 함침시킨 크라프트 종이 또는 천, 알루미늄 박판 등을 6각형의 벌집 모양으로 붙인 구성. 허니컴 보드 등의 심재(芯材)로 사용한다.② 흙의 세립자가 벌집 모양으로 결합한 상태.
외국어 표기 honeycomb structure(영어), -構造(한자)

"
499,"보통창 · 출입구의 틀을 포함한 금속제의 창호. 강철제 혹은 알루미늄 합금제가 많으며, 전자를 스틸 새시, 후자를 알루미늄 새시라 한다."
500,"부재 · 부재 접합의 구조 역학적인 한 형식. 부재 상호간에는 작용선이 핀을 통하는 힘은 전하나, 휨 모멘트는 생기지 않고 또 부재 상호간의 각도는 구속없이 변화할 수 있다. 트러스의 절점은 모두 핀 접합이라고 생각한다."
501,"벽걸이형, 수직형이 있으며 각각에 원형 · 스툴형 등이 있다. 도제(陶製)가 널리 쓰인다."
502,"

허용 지내력
토목용어사전

극한 지내력을 안전율로 나눈 값. 안전율은 구조물의 종류, 중요성등에 의해 결정되지만 일반적으로 1.5 ∼ 3이다.
외국어 표기 permissible soil ressure(영어), 許容地耐力(한자)

"
503,"냉매의 모든 상태를 나타내는 도표. 가로축에 냉매의 엔트로피(kcal/kg·K), 세로축에 냉매의 엔탈피(kcal/kg)을 취한다."
504,"

내수 합판
인테리어 용어사전

습기에도 접착 성능이 떨어지지 않는 합판. 일류 합판은 완전 내수성 합판, 이류는 고도 내수성 합판, 삼류는 보통 내수성 합판, 합성수지의 내수성(방수성)접착제로 접착시킨 합판, 콘크리트 거푸집용이나 외부수장재로 쓰임. 합판은 심판(心板)을 쓰고 안팎면에 같은 두께의 널을 카제인 또는 합성수지 교착제로 압착하여 만든 것이다.
외국어 표기 water resisting materials(영어), 耐水合板(한자)

"
505,"

항복비
건축용어사전

강재의 항복점과 인장 강도의 비. 강재의 기계적 성질을 나타내는 하나의 지표. 항복비가 커지면 부재의 변형 능력을 저하한다.
외국어 표기 yield ratio(영어), 降伏比(한자)

"
506,"복수의 기둥을 하나의 기초판으로 지지하는 기초. 기둥 간격이 좁은 경우나 대지 경계선 가까이에 기둥을 세우는 경우 등에 쓰이며, 기초의 편심이 생기지 않는 형상으로 한다."
507,"

시공자
건축용어사전

넓은 뜻으로는 공사를 실시하는 자. 좁은 뜻으로는 그 실시 책임자를 뜻하며, 공사 청부 계약서에 기재되어 있는 청부자 또는 그가 위임하는 현장 대리인 등을 말한다.
외국어 표기 builder(영어), 施工者(한자)

"
508,"

지촉 건조
화학용어사전

도장공정에서 도료가 건조하는 진행상태를 표현하는 용어. 만져도 점착성이 없을 정도로 경화가 진행되어 있는 상태를 말한다.
외국어 표기 指觸乾燥(한자), set to touch(영어)

"
509,"

단위체
식품과학기술대사전

합성수지의 원료화학물질이다. 특히 비닐중합형 수지인 PE, PP, PST, PVC 등의 경우에 사용된다.  일반화학식으로는 다음과 같이 표현된다. CH2=CXY : X , Y는 H를 포함한다. 또한 나일론, PET 등의 축합형 중합을 하는 수지의 원료인 polycarboxylic acid, ethylene glycol 등도 단위체라 부른다.
외국어 표기 monomer(영어)
참조어 가소화

"
510,전단 응력과 변형 속도가 비례 관계에 있지 않은 유체.
511,"메타아크릴산 메틸 중합체의 수지로, 비중 1.19~1.20, 굴절률 1.482~1.521, 연화점(軟化點) 125℃, 무색 투명, 광선 투과율 92%. 견고 강인하고 유기 유리로서 항공기, 자동차 등의 창유리, 광학용 렌즈, 프리즘 등 외에 의치상(義齒床), 의치, 의안, 장신구, 시계 유리 등에 사용된다."
512,"

네킹
기계공학용어사전

(1) 연성(延性)을 가진 금속이나 고분자(高分子) 재료 등을 축(軸) 방향으로 늘여 소성(塑性) 변형을 시키면, 변형하는 부분과 변형하지 않는 부분으로 나뉘고, 그 경계에 잘록함이 생기는 경우를 네킹이라고 한다.
			(2) 연성(延性) 재료를 잡아당기면 파괴되기 직전에 심하게 국부 수축을 일으키는 것을 네킹이라고 한다.
		
외국어 표기 necking(영어)
동의어 잘록함

"
513,"옥내 부분과 계단실과의 사이에 연기를 배출할 수 있는 부실, 발코니 등의 완충 부분을 두고, 화재시에 화재와 연기의 침입을 방지할 수 있는 피난 계단."
